,Product Image Is Thumbnail - 2,Product Image Description - 2,Product UPC/EAN,Product Image Sort - 5,Free Shipping,Product Image Path - 3,Product Image Path - 4,Allow Purchases?,Page Title,Price,Product Image File - 5,Product Image Path - 1,Width,Product Image URL - 5,Brand Name,Product Image Index - 4,Product Image Index - 1,Track Inventory,Product Image ID - 3,Product Image Description - 1,Product Image Description - 3,Product Image Sort - 4,Product Image ID - 5,Product Image Path - 5,Fixed Shipping Price,Product Image Sort - 2,Product Type,Product Image Index - 2,Product Image URL - 4,Product Inventoried,Product Image File - 3,Product Image Path - 2,Height,Sale Price,Product ID,Product Image Is Thumbnail - 5,Product Image URL - 1,Product Image ID - 4,Product Name,Product Image File - 1,Product Image URL - 3,Category,Product Image Description - 5,Product Image Is Thumbnail - 4,Option Set,Search Keywords,Product Visible?,Description,Product Image ID - 2,Product Image Index - 5,Product Image Is Thumbnail - 3,Meta Description,Product Image Description - 4,Product Warranty,Product Description,Product Image File - 4,Depth,Product Image File - 2,Product Image ID - 1,Product Code/SKU,Current Stock Level,Product Image Sort - 3,Product Image Is Thumbnail - 1,Product Image Index - 3,Cost Price,Item Type,Product Image Sort - 1,Meta Keywords,Product Image URL - 2,Retail Price,Product Weight
43792,,"X-Over, Mitt, 18-19, Swany, BLACK, S",,5.0,,,,N,,[FIXED]65.0,,,,,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, S","X-Over, Mitt, 18-19, Swany, BLACK, S",4.0,,,,2.0,,,,Y,,,,65.0,,,,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, S",,,,N,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, S",,,,,,,1-08395,,3.0,,,,Rule,1.0,,,65.0,0.0
43793,,"X-Over, Mitt, 18-19, Swany, BLACK, M",,5.0,,,,N,,[FIXED]65.0,,,,,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, M","X-Over, Mitt, 18-19, Swany, BLACK, M",4.0,,,,2.0,,,,Y,,,,65.0,,,,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, M",,,,N,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, M",,,,,,,1-08396,,3.0,,,,Rule,1.0,,,65.0,0.0
43794,,"X-Over, Mitt, 18-19, Swany, BLACK, L",,5.0,,,,N,,[FIXED]52.0,,,,,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, L","X-Over, Mitt, 18-19, Swany, BLACK, L",4.0,,,,2.0,,,,Y,,,,52.0,,,,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, L",,,,N,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, L",,,,,,,1-08397,,3.0,,,,Rule,1.0,,,65.0,0.0
43795,,"X-Over, Mitt, 18-19, Swany, BLACK, XL",,5.0,,,,N,,[FIXED]52.0,,,,,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, XL","X-Over, Mitt, 18-19, Swany, BLACK, XL",4.0,,,,2.0,,,,Y,,,,52.0,,,,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, XL",,,,N,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, XL",,,,,,,1-08398,,3.0,,,,Rule,1.0,,,65.0,0.0
43796,,"X-Over, Mitt, 18-19, Swany, WHITE, S",,5.0,,,,N,,[FIXED]65.0,,,,,,,,,,"X-Over, Mitt, 18-19, Swany, WHITE, S","X-Over, Mitt, 18-19, Swany, WHITE, S",4.0,,,,2.0,,,,Y,,,,65.0,,,,,,08402_0.jpg,,,"X-Over, Mitt, 18-19, Swany, WHITE, S",,,,N,,,,,,"X-Over, Mitt, 18-19, Swany, WHITE, S",,,,,,,1-08402,,3.0,,,,Rule,1.0,,,65.0,0.0
43797,,"X-Over, Mitt, 18-19, Swany, WHITE, M",,5.0,,,,N,,[FIXED]65.0,,,,,,,,,,"X-Over, Mitt, 18-19, Swany, WHITE, M","X-Over, Mitt, 18-19, Swany, WHITE, M",4.0,,,,2.0,,,,Y,,,,65.0,,,,,,08403_0.jpg,,,"X-Over, Mitt, 18-19, Swany, WHITE, M",,,,N,,,,,,"X-Over, Mitt, 18-19, Swany, WHITE, M",,,,,,,1-08403,,3.0,,,,Rule,1.0,,,65.0,0.0
43798,,"X-Over, Mitt, 18-19, Swany, WHITE, L",,5.0,,,,N,,[FIXED]65.0,,,,,,,,,,"X-Over, Mitt, 18-19, Swany, WHITE, L","X-Over, Mitt, 18-19, Swany, WHITE, L",4.0,,,,2.0,,,,Y,,,,65.0,,,,,,08404_0.jpg,,,"X-Over, Mitt, 18-19, Swany, WHITE, L",,,,N,,,,,,"X-Over, Mitt, 18-19, Swany, WHITE, L",,,,,,,1-08404,,3.0,,,,Rule,1.0,,,65.0,0.0
43799,,"X-Over, Mitt, 18-19, Swany, BLACK, S",,5.0,,,,N,,[FIXED]52.0,,,,,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, S","X-Over, Mitt, 18-19, Swany, BLACK, S",4.0,,,,2.0,,,,Y,,,,52.0,,,,,,13603_0.jpg,,,"X-Over, Mitt, 18-19, Swany, BLACK, S",,,,N,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, S",,,,,,,1-13603,,3.0,,,,Rule,1.0,,,65.0,0.0
43800,,"X-Over, Mitt, 18-19, Swany, BLACK, M",,5.0,,,,N,,[FIXED]52.0,,,,,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, M","X-Over, Mitt, 18-19, Swany, BLACK, M",4.0,,,,2.0,,,,Y,,,,52.0,,,,,,13604_0.jpg,,,"X-Over, Mitt, 18-19, Swany, BLACK, M",,,,N,,,,,,"X-Over, Mitt, 18-19, Swany, BLACK, M",,,,,,,1-13604,,3.0,,,,Rule,1.0,,,65.0,0.0
43801,,"X-Wax, Cold, One, Ball, Jay, COLD, 110G",22099746591,5.0,,,,Y,X-Wax Cold,17.95,,,,,One Ball Jay,,,by product,,"X-Wax, Cold, One, Ball, Jay, COLD, 110G","X-Wax, Cold, One, Ball, Jay, COLD, 110G",4.0,,,,2.0,P,,,Y,,,,17.95,,,,,X-Wax Cold,,,Ski/Accessory,"X-Wax, Cold, One, Ball, Jay, COLD, 110G",,X-Wax Cold,"X-Wax, Cold, One, Ball, Jay, COLD, 110G",N,,,,,,"X-Wax, Cold, One, Ball, Jay, COLD, 110G",,,,,,,2-43752,9.0,3.0,,,8.75,Product,1.0,"X-Wax, Cold, One, Ball, Jay, COLD, 110G",,17.95,0.0
43802,,"X-Wax, Cool, 19-20, One, Ball, Jay, , 110G",22099746584,5.0,,,,Y,X-Wax Cool 19-20,18.0,,,,,One Ball Jay,,,by product,,"X-Wax, Cool, 19-20, One, Ball, Jay, , 110G","X-Wax, Cool, 19-20, One, Ball, Jay, , 110G",4.0,,,,2.0,P,,,Y,,,,18.0,,,,,X-Wax Cool 19-20,30555_0.jpg,,Ski/Accessory,"X-Wax, Cool, 19-20, One, Ball, Jay, , 110G",,X-Wax Cool 19-20,"X-Wax, Cool, 19-20, One, Ball, Jay, , 110G",Y,,,,,,"X-Wax, Cool, 19-20, One, Ball, Jay, , 110G",,,,,,,2-30555,21.0,3.0,,,8.49,Product,1.0,"X-Wax, Cool, 19-20, One, Ball, Jay, , 110G",,18.0,0.0
43803,,"X-Wax, Warm, 19-20, One, Ball, Jay, WARM, 110G",22099746645,5.0,,,,Y,X-Wax Warm 19-20,17.95,,,,,One Ball Jay,,,by product,,"X-Wax, Warm, 19-20, One, Ball, Jay, WARM, 110G","X-Wax, Warm, 19-20, One, Ball, Jay, WARM, 110G",4.0,,,,2.0,P,,,Y,,,,17.95,,,,,X-Wax Warm 19-20,30554_0.jpg,,Ski/Accessory,"X-Wax, Warm, 19-20, One, Ball, Jay, WARM, 110G",,X-Wax Warm 19-20,"X-Wax, Warm, 19-20, One, Ball, Jay, WARM, 110G",Y,,,,,,"X-Wax, Warm, 19-20, One, Ball, Jay, WARM, 110G",,,,,,,2-30554,14.0,3.0,,,8.54,Product,1.0,"X-Wax, Warm, 19-20, One, Ball, Jay, WARM, 110G",,17.95,0.0
43804,,"X1, /, Black, 19-20, Dragon, Optical, REDION, ",886895355490,5.0,,,,N,X1 / Black 19-20,170.0,,,,,Dragon Optical,,,by product,,"X1, /, Black, 19-20, Dragon, Optical, REDION, ","X1, /, Black, 19-20, Dragon, Optical, REDION, ",4.0,,,,2.0,P,,,Y,,,,170.0,,,,,X1 / Black 19-20,,,Gear/Goggles/Adult,"X1, /, Black, 19-20, Dragon, Optical, REDION, ",,X1 / Black 19-20,"X1, /, Black, 19-20, Dragon, Optical, REDION, ",N,,,,,,"X1, /, Black, 19-20, Dragon, Optical, REDION, ",,,,,,,2-30651,0.0,3.0,,,59.5,Product,1.0,"X1, /, Black, 19-20, Dragon, Optical, REDION, ",,170.0,0.0
43805,,"X1, /, Designer, 19-20, Dragon, Optical, SILVRION, ",886895397759,5.0,,,,Y,X1 / Designer 19-20,170.0,,,,,Dragon Optical,,,by product,,"X1, /, Designer, 19-20, Dragon, Optical, SILVRION, ","X1, /, Designer, 19-20, Dragon, Optical, SILVRION, ",4.0,,,,2.0,P,,,Y,,,,170.0,,,,,X1 / Designer 19-20,30653_0.jpg,,Gear/Goggles/Adult,"X1, /, Designer, 19-20, Dragon, Optical, SILVRION, ",,X1 / Designer 19-20,"X1, /, Designer, 19-20, Dragon, Optical, SILVRION, ",Y,,,,,,"X1, /, Designer, 19-20, Dragon, Optical, SILVRION, ",,,,,,,2-30653,2.0,3.0,,,59.5,Product,1.0,"X1, /, Designer, 19-20, Dragon, Optical, SILVRION, ",,170.0,0.0
43806,,"X1, /, Echo, 18-19, Dragon, Optical, PHC, ",886895355131,5.0,,,,N,X1 / Echo 18-19,240.0,,,,,Dragon Optical,,,by product,,"X1, /, Echo, 18-19, Dragon, Optical, PHC, ","X1, /, Echo, 18-19, Dragon, Optical, PHC, ",4.0,,,,2.0,P,,,Y,,,,240.0,,,,,X1 / Echo 18-19,21471_0.jpg,,Gear/Goggles/Adult,"X1, /, Echo, 18-19, Dragon, Optical, PHC, ",,X1 / Echo 18-19,"X1, /, Echo, 18-19, Dragon, Optical, PHC, ",N,,,,,"The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ","X1, /, Echo, 18-19, Dragon, Optical, PHC, ","<ul>
<li>Large Fit </li>
<li>Patented Frameless Technology  </li>
<li>Optically Correct 6-Base Injected Spherical Lens </li>
<li>200% Super Anti-Fog Coating </li>
<li>Armored Venting </li>
<li>100% UV Protection </li>
<li>Triple Layer Face Foam w/ Hypoallergenic Micro Fleece Lining </li>
<li>Silicone Strap Backing </li>
<li>Helmet Compatible </li>
</ul>","The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ",,,,,2-21471,0.0,3.0,,,84.0,Product,1.0,"X1, /, Echo, 18-19, Dragon, Optical, PHC, ",,240.0,0.0
43807,,"X1, /, Echo, 19-20, Dragon, Optical, PHYELLOW, ",886895355117,5.0,,,,Y,X1 / Echo 19-20,240.0,,,,,Dragon Optical,,,by product,,"X1, /, Echo, 19-20, Dragon, Optical, PHYELLOW, ","X1, /, Echo, 19-20, Dragon, Optical, PHYELLOW, ",4.0,,,,2.0,P,,,Y,,,,240.0,,,,,X1 / Echo 19-20,21486_0.jpg,,Gear/Goggles/Adult,"X1, /, Echo, 19-20, Dragon, Optical, PHYELLOW, ",,X1 / Echo 19-20,"X1, /, Echo, 19-20, Dragon, Optical, PHYELLOW, ",Y,,,,,,"X1, /, Echo, 19-20, Dragon, Optical, PHYELLOW, ",,,,,,,2-21486,1.0,3.0,,,84.0,Product,1.0,"X1, /, Echo, 19-20, Dragon, Optical, PHYELLOW, ",,240.0,0.0
43808,,"X1, /, Gold, 18-19, Dragon, Optical, DKS, ",886895355483,5.0,,,,N,X1 / Gold 18-19,170.0,,,,,Dragon Optical,,,by product,,"X1, /, Gold, 18-19, Dragon, Optical, DKS, ","X1, /, Gold, 18-19, Dragon, Optical, DKS, ",4.0,,,,2.0,P,,,Y,,,,170.0,,,,,X1 / Gold 18-19,21472_0.jpg,,Gear/Goggles/Adult,"X1, /, Gold, 18-19, Dragon, Optical, DKS, ",,X1 / Gold 18-19,"X1, /, Gold, 18-19, Dragon, Optical, DKS, ",N,,,,,"The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ","X1, /, Gold, 18-19, Dragon, Optical, DKS, ","<ul>
<li>Large Fit </li>
<li>Patented Frameless Technology  </li>
<li>Optically Correct 6-Base Injected Spherical Lens </li>
<li>200% Super Anti-Fog Coating </li>
<li>Armored Venting </li>
<li>100% UV Protection </li>
<li>Triple Layer Face Foam w/ Hypoallergenic Micro Fleece Lining </li>
<li>Silicone Strap Backing </li>
<li>Helmet Compatible </li>
</ul>","The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ",,,,,2-21472,0.0,3.0,,,59.5,Product,1.0,"X1, /, Gold, 18-19, Dragon, Optical, DKS, ",,170.0,0.0
43809,,"X1, /, Knight, Rider, 19-20, Dragon, Optical, DRKSMOKE, ",886895303682,5.0,,,,N,X1 / Knight Rider 19-20,190.0,,,,,Dragon Optical,,,by product,,"X1, /, Knight, Rider, 19-20, Dragon, Optical, DRKSMOKE, ","X1, /, Knight, Rider, 19-20, Dragon, Optical, DRKSMOKE, ",4.0,,,,2.0,P,,,Y,,,,190.0,,,,,X1 / Knight Rider 19-20,21484_0.jpg,,Gear/Goggles/Adult,"X1, /, Knight, Rider, 19-20, Dragon, Optical, DRKSMOKE, ",,X1 / Knight Rider 19-20,"X1, /, Knight, Rider, 19-20, Dragon, Optical, DRKSMOKE, ",N,,,,,"The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ","X1, /, Knight, Rider, 19-20, Dragon, Optical, DRKSMOKE, ","<ul>
<li>Large Fit </li>
<li>Patented Frameless Technology  </li>
<li>Optically Correct 6-Base Injected Spherical Lens </li>
<li>200% Super Anti-Fog Coating </li>
<li>Armored Venting </li>
<li>100% UV Protection </li>
<li>Triple Layer Face Foam w/ Hypoallergenic Micro Fleece Lining </li>
<li>Silicone Strap Backing </li>
<li>Helmet Compatible </li>
</ul>","The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ",,,,,2-21484,0.0,3.0,,,66.5,Product,1.0,"X1, /, Knight, Rider, 19-20, Dragon, Optical, DRKSMOKE, ",,190.0,0.0
43810,,"X1, /, Prey, 18-19, Dragon, Optical, GDI, ",886895355506,5.0,,,,N,X1 / Prey 18-19,170.0,,,,,Dragon Optical,,,by product,,"X1, /, Prey, 18-19, Dragon, Optical, GDI, ","X1, /, Prey, 18-19, Dragon, Optical, GDI, ",4.0,,,,2.0,P,,,Y,,,,119.0,,,,,X1 / Prey 18-19,21487_0.jpg,,Gear/Goggles/Adult,"X1, /, Prey, 18-19, Dragon, Optical, GDI, ",,X1 / Prey 18-19,"X1, /, Prey, 18-19, Dragon, Optical, GDI, ",N,,,,,"The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ","X1, /, Prey, 18-19, Dragon, Optical, GDI, ","<ul>
<li>Large Fit </li>
<li>Patented Frameless Technology  </li>
<li>Optically Correct 6-Base Injected Spherical Lens </li>
<li>200% Super Anti-Fog Coating </li>
<li>Armored Venting </li>
<li>100% UV Protection </li>
<li>Triple Layer Face Foam w/ Hypoallergenic Micro Fleece Lining </li>
<li>Silicone Strap Backing </li>
<li>Helmet Compatible </li>
</ul>","The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ",,,,,2-21487,0.0,3.0,,,59.5,Product,1.0,"X1, /, Prey, 18-19, Dragon, Optical, GDI, ",,170.0,0.0
43811,,"X1, /, Realm, 18-19, Dragon, Optical, BLI, ",886895355520,5.0,,,,N,X1 / Realm 18-19,170.0,,,,,Dragon Optical,,,by product,,"X1, /, Realm, 18-19, Dragon, Optical, BLI, ","X1, /, Realm, 18-19, Dragon, Optical, BLI, ",4.0,,,,2.0,P,,,Y,,,,119.0,,,,,X1 / Realm 18-19,21497_0.jpg,,Gear/Goggles/Adult,"X1, /, Realm, 18-19, Dragon, Optical, BLI, ",,X1 / Realm 18-19,"X1, /, Realm, 18-19, Dragon, Optical, BLI, ",N,,,,,"The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ","X1, /, Realm, 18-19, Dragon, Optical, BLI, ","<ul>
<li>Large Fit </li>
<li>Patented Frameless Technology  </li>
<li>Optically Correct 6-Base Injected Spherical Lens </li>
<li>200% Super Anti-Fog Coating </li>
<li>Armored Venting </li>
<li>100% UV Protection </li>
<li>Triple Layer Face Foam w/ Hypoallergenic Micro Fleece Lining </li>
<li>Silicone Strap Backing </li>
<li>Helmet Compatible </li>
</ul>","The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ",,,,,2-21497,0.0,3.0,,,59.5,Product,1.0,"X1, /, Realm, 18-19, Dragon, Optical, BLI, ",,170.0,0.0
43812,,"X1, /, Split, 19-20, Dragon, Optical, GRNION, ",886895305808,5.0,,,,Y,X1 / Split 19-20,170.0,,,,,Dragon Optical,,,by product,,"X1, /, Split, 19-20, Dragon, Optical, GRNION, ","X1, /, Split, 19-20, Dragon, Optical, GRNION, ",4.0,,,,2.0,P,,,Y,,,,170.0,,,,,X1 / Split 19-20,21485_0.jpg,,Gear/Goggles/Adult,"X1, /, Split, 19-20, Dragon, Optical, GRNION, ",,X1 / Split 19-20,"X1, /, Split, 19-20, Dragon, Optical, GRNION, ",Y,,,,,"The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ","X1, /, Split, 19-20, Dragon, Optical, GRNION, ","<ul>
<li>Large Fit </li>
<li>Patented Frameless Technology  </li>
<li>Optically Correct 6-Base Injected Spherical Lens </li>
<li>200% Super Anti-Fog Coating </li>
<li>Armored Venting </li>
<li>100% UV Protection </li>
<li>Triple Layer Face Foam w/ Hypoallergenic Micro Fleece Lining </li>
<li>Silicone Strap Backing </li>
<li>Helmet Compatible </li>
</ul>","The evolution of our patented Frameless Design continues with the X1. Premium Injection molded spherical lenses offer an expansive field of view, while our Lumalens® technology allows for unmatched clarity and contrast. Triple-layer face foam, 100% UV protection, armored venting, and a 200% stronger Super Anti-Fog Coating are cherries on top. ",,,,,2-21485,2.0,3.0,,,59.5,Product,1.0,"X1, /, Split, 19-20, Dragon, Optical, GRNION, ",,170.0,0.0
43813,,"X1, /, Tornbirch, 19-20, Dragon, Optical, SILVRION, ",886895397711,5.0,,,,Y,X1 / Tornbirch 19-20,170.0,,,,,Dragon Optical,,,by product,,"X1, /, Tornbirch, 19-20, Dragon, Optical, SILVRION, ","X1, /, Tornbirch, 19-20, Dragon, Optical, SILVRION, ",4.0,,,,2.0,P,,,Y,,,,170.0,,,,,X1 / Tornbirch 19-20,30652_0.jpg,,Gear/Goggles/Adult,"X1, /, Tornbirch, 19-20, Dragon, Optical, SILVRION, ",,X1 / Tornbirch 19-20,"X1, /, Tornbirch, 19-20, Dragon, Optical, SILVRION, ",Y,,,,,,"X1, /, Tornbirch, 19-20, Dragon, Optical, SILVRION, ",,,,,,,2-30652,1.0,3.0,,,59.5,Product,1.0,"X1, /, Tornbirch, 19-20, Dragon, Optical, SILVRION, ",,170.0,0.0
43814,,"X1, Lens, 16-17, Dragon, Optical, , ",634741815045,5.0,,,,Y,X1 Lens 16-17,85.0,,,,,Dragon Optical,,,by option,,"X1, Lens, 16-17, Dragon, Optical, , ","X1, Lens, 16-17, Dragon, Optical, , ",4.0,,,,2.0,P,,,Y,,,,150.0,,,,,X1 Lens 16-17,,,Gear/Goggles/Accessory,"X1, Lens, 16-17, Dragon, Optical, , ",,X1 Lens 16-17,"X1, Lens, 16-17, Dragon, Optical, , ",N,,,,,,"X1, Lens, 16-17, Dragon, Optical, , ",,,,,,,0-20762,2.0,3.0,,,57.0,Product,1.0,"X1, Lens, 16-17, Dragon, Optical, , ",,150.0,0.0
43815,,,634741815045,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,150.0,,,,,[RT]Color=TRNSCLER,,,,,,,,N,,,,,,,,,,,,,1-20762,1.0,,,,57.0,SKU,,,,150.0,0.0
43816,,,634741815083,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,85.0,,,,,[RT]Color=OPTFLGRE,,,,,,,,N,,,,,,,,,,,,,1-20766,1.0,,,,32.3,SKU,,,,85.0,0.0
43817,,"X1, Lens, 16-17, Dragon, Optical, TRNSCLER, ",,5.0,,,,Y,,[FIXED]150.0,,,,,,,,,,"X1, Lens, 16-17, Dragon, Optical, TRNSCLER, ","X1, Lens, 16-17, Dragon, Optical, TRNSCLER, ",4.0,,,,2.0,,,,Y,,,,150.0,,,,,,,,,"X1, Lens, 16-17, Dragon, Optical, TRNSCLER, ",,,,N,,,,,,"X1, Lens, 16-17, Dragon, Optical, TRNSCLER, ",,,,,,,1-20762,,3.0,,,,Rule,1.0,,,150.0,0.0
43818,,"X1, Lens, 16-17, Dragon, Optical, OPTFLGRE, ",,5.0,,,,Y,,[FIXED]85.0,,,,,,,,,,"X1, Lens, 16-17, Dragon, Optical, OPTFLGRE, ","X1, Lens, 16-17, Dragon, Optical, OPTFLGRE, ",4.0,,,,2.0,,,,Y,,,,85.0,,,,,,,,,"X1, Lens, 16-17, Dragon, Optical, OPTFLGRE, ",,,,N,,,,,,"X1, Lens, 16-17, Dragon, Optical, OPTFLGRE, ",,,,,,,1-20766,,3.0,,,,Rule,1.0,,,85.0,0.0
43819,,"X1, Lens, 17-18, Dragon, Optical, TRNSROS, ",886895318396,5.0,,,,Y,X1 Lens 17-18,150.0,,,,,Dragon Optical,,,by product,,"X1, Lens, 17-18, Dragon, Optical, TRNSROS, ","X1, Lens, 17-18, Dragon, Optical, TRNSROS, ",4.0,,,,2.0,P,,,Y,,,,150.0,,,,,X1 Lens 17-18,21510_0.jpg,,Gear/Goggles/Accessory,"X1, Lens, 17-18, Dragon, Optical, TRNSROS, ",,X1 Lens 17-18,"X1, Lens, 17-18, Dragon, Optical, TRNSROS, ",Y,,,,,,"X1, Lens, 17-18, Dragon, Optical, TRNSROS, ",,,,,,,2-21510,1.0,3.0,,,57.0,Product,1.0,"X1, Lens, 17-18, Dragon, Optical, TRNSROS, ",,150.0,0.0
43820,,"X1S, /, Aloha, 18-19, Dragon, Optical, GNI, ",886895355643,5.0,,,,N,X1S / Aloha 18-19,170.0,,,,,Dragon Optical,,,by product,,"X1S, /, Aloha, 18-19, Dragon, Optical, GNI, ","X1S, /, Aloha, 18-19, Dragon, Optical, GNI, ",4.0,,,,2.0,P,,,Y,,,,119.0,,,,,X1S / Aloha 18-19,21542_0.jpg,,Gear/Goggles/Adult,"X1S, /, Aloha, 18-19, Dragon, Optical, GNI, ",,X1S / Aloha 18-19,"X1S, /, Aloha, 18-19, Dragon, Optical, GNI, ",N,,,,,"A scaled-down version of its big brother, the X1s features unmatched peripheral vision due to our patented Frameless Design and premium injection molded spherical lens. The X1s offers premium performance features, seamless helmet integration, and our expanded line of Lumalens® color optimized lenses. Throw in our stronger Super Anti-Fog coating, armored venting and 100% UV Protection and you’ve got one heck of a goggle. ","X1S, /, Aloha, 18-19, Dragon, Optical, GNI, ","<ul>
<li>Medium Fit </li>
<li>Patented Frameless Technology  </li>
<li>Optically Correct 6-Base Injected Spherical Lens </li>
<li>200% Super Anti-Fog Coating </li>
<li>Armored Venting </li>
<li>100% UV Protection </li>
<li>Triple Layer Face Foam w/ Hypoallergenic Micro Fleece Lining </li>
<li>Silicone Strap Backing </li>
<li>Helmet Compatible </li>
</ul>","A scaled-down version of its big brother, the X1s features unmatched peripheral vision due to our patented Frameless Design and premium injection molded spherical lens. The X1s offers premium performance features, seamless helmet integration, and our expanded line of Lumalens® color optimized lenses. Throw in our stronger Super Anti-Fog coating, armored venting and 100% UV Protection and you’ve got one heck of a goggle. ",,,,,2-21542,0.0,3.0,,,59.5,Product,1.0,"X1S, /, Aloha, 18-19, Dragon, Optical, GNI, ",,170.0,0.0
43821,,"X1S, /, Black, 19-20, Dragon, Optical, REDION, ",886895355582,5.0,,,,N,X1S / Black 19-20,170.0,,,,,Dragon Optical,,,by product,,"X1S, /, Black, 19-20, Dragon, Optical, REDION, ","X1S, /, Black, 19-20, Dragon, Optical, REDION, ",4.0,,,,2.0,P,,,Y,,,,170.0,,,,,X1S / Black 19-20,21540_0.jpg,,Gear/Goggles/Adult,"X1S, /, Black, 19-20, Dragon, Optical, REDION, ",,X1S / Black 19-20,"X1S, /, Black, 19-20, Dragon, Optical, REDION, ",N,,,,,"A scaled-down version of its big brother, the X1s features unmatched peripheral vision due to our patented Frameless Design and premium injection molded spherical lens. The X1s offers premium performance features, seamless helmet integration, and our expanded line of Lumalens® color optimized lenses. Throw in our stronger Super Anti-Fog coating, armored venting and 100% UV Protection and you’ve got one heck of a goggle. ","X1S, /, Black, 19-20, Dragon, Optical, REDION, ","<ul>
<li>Medium Fit </li>
<li>Patented Frameless Technology  </li>
<li>Optically Correct 6-Base Injected Spherical Lens </li>
<li>200% Super Anti-Fog Coating </li>
<li>Armored Venting </li>
<li>100% UV Protection </li>
<li>Triple Layer Face Foam w/ Hypoallergenic Micro Fleece Lining </li>
<li>Silicone Strap Backing </li>
<li>Helmet Compatible </li>
</ul>","A scaled-down version of its big brother, the X1s features unmatched peripheral vision due to our patented Frameless Design and premium injection molded spherical lens. The X1s offers premium performance features, seamless helmet integration, and our expanded line of Lumalens® color optimized lenses. Throw in our stronger Super Anti-Fog coating, armored venting and 100% UV Protection and you’ve got one heck of a goggle. ",,,,,2-21540,0.0,3.0,,,59.5,Product,1.0,"X1S, /, Black, 19-20, Dragon, Optical, REDION, ",,170.0,0.0
